start_id,step_id,pose_x,pose_y,selected_candidate_id,selected_x,selected_y,information_gain,score,newly_known_cells,failure,known_free,occupied,unknown,known_ratio
4,0,-1.2,2.9,13,-2.6489,2.5118,157,154.0,157,,346,25,1246,0.22943722943722944
4,1,-2.6489,2.5118,15,-3.7096,1.4511,126,123.0,126,,448,49,1120,0.30735930735930733
4,2,-3.7096,1.4511,18,-3.7096,-0.0489,102,99.0,102,,538,61,1018,0.37043908472479903
4,3,-3.7096,-0.0489,18,-3.7096,-1.5489,102,99.0,102,,622,79,916,0.43351886209029067
4,4,-3.7096,-1.5489,20,-2.9596,-2.8479,41,38.0,41,,659,83,875,0.4588744588744589
4,5,-2.9596,-2.8479,0,-1.4596,-2.8479,133,130.0,133,,786,89,742,0.5411255411255411
4,6,-1.4596,-2.8479,2,-0.1606,-2.0979,110,107.0,110,,880,105,632,0.6091527520098948
4,7,-0.1606,-2.0979,4,0.5894,-0.7989,47,44.0,47,,914,118,585,0.6382189239332097
4,8,0.5894,-0.7989,19,0.9776,-2.2478,23,20.0,23,,932,123,562,0.6524427952999382
4,9,0.9776,-2.2478,0,2.4776,-2.2478,134,131.0,134,,1057,132,428,0.7353123067408782
4,10,2.4776,-2.2478,1,3.9265,-1.8596,114,111.0,114,,1152,151,314,0.8058132343846629
4,11,3.9265,-1.8596,6,3.9265,-0.3596,116,113.0,116,,1258,161,198,0.8775510204081632
4,12,3.9265,-0.3596,6,3.9265,1.1404,102,99.0,102,,1350,171,96,0.9406307977736549
4,13,3.9265,1.1404,7,3.5383,2.5893,36,33.0,36,,1369,188,60,0.9628942486085343
4,14,3.5383,2.5893,11,2.0894,2.9775,8,5.0,8,,1373,192,52,0.9678416821273964
4,15,2.0894,2.9775,11,0.6405,3.3657,7,4.0,7,,1374,198,45,0.9721706864564007
