start_id,step_id,candidate_id,x,y,yaw,valid,information_gain,path_cost,score
4,0,0,0.3,2.9,0.0,True,72,1.5,69.0
4,0,1,0.2489,3.2882,0.2618,True,65,1.5,62.0
4,0,2,0.099,3.65,0.5236,True,53,1.5,50.0
4,0,3,-0.1393,3.9607,0.7854,False,0,1.5,-9999.0
4,0,4,-0.45,4.199,1.0472,False,0,1.5,-9999.0
4,0,5,-0.8118,4.3489,1.309,False,0,1.5,-9999.0
4,0,6,-1.2,4.4,1.5708,False,0,1.5,-9999.0
4,0,7,-1.5882,4.3489,1.8326,False,0,1.5,-9999.0
4,0,8,-1.95,4.199,2.0944,False,0,1.5,-9999.0
4,0,9,-2.2607,3.9607,2.3562,False,0,1.5,-9999.0
4,0,10,-2.499,3.65,2.618,True,86,1.5,83.0
4,0,11,-2.6489,3.2882,2.8798,True,112,1.5,109.0
4,0,12,-2.7,2.9,3.1416,True,136,1.5,133.0
4,0,13,-2.6489,2.5118,3.4034,True,157,1.5,154.0
4,0,14,-2.499,2.15,3.6652,False,0,1.5,-9999.0
4,0,15,-2.2607,1.8393,3.927,False,0,1.5,-9999.0
4,0,16,-1.95,1.601,4.1888,False,0,1.5,-9999.0
4,0,17,-1.5882,1.4511,4.4506,True,61,1.5,58.0
4,0,18,-1.2,1.4,4.7124,True,68,1.5,65.0
4,0,19,-0.8118,1.4511,4.9742,True,45,1.5,42.0
4,0,20,-0.45,1.601,5.236,False,0,1.5,-9999.0
4,0,21,-0.1393,1.8393,5.4978,False,0,1.5,-9999.0
4,0,22,0.099,2.15,5.7596,True,45,1.5,42.0
4,0,23,0.2489,2.5118,6.0214,True,71,1.5,68.0
4,1,0,-1.1489,2.5118,0.0,False,0,1.5,-9999.0
4,1,1,-1.2,2.9,0.2618,True,1,1.5,-2.0
4,1,2,-1.3499,3.2618,0.5236,True,0,1.5,-3.0
4,1,3,-1.5882,3.5725,0.7854,True,0,1.5,-3.0
4,1,4,-1.8989,3.8108,1.0472,True,0,1.5,-3.0
4,1,5,-2.2607,3.9607,1.309,False,0,1.5,-9999.0
4,1,6,-2.6489,4.0118,1.5708,False,0,1.5,-9999.0
4,1,7,-3.0371,3.9607,1.8326,False,0,1.5,-9999.0
4,1,8,-3.3989,3.8108,2.0944,True,19,1.5,16.0
4,1,9,-3.7096,3.5725,2.3562,True,29,1.5,26.0
4,1,10,-3.9479,3.2618,2.618,True,39,1.5,36.0
4,1,11,-4.0978,2.9,2.8798,True,55,1.5,52.0
4,1,12,-4.1489,2.5118,3.1416,True,75,1.5,72.0
4,1,13,-4.0978,2.1236,3.4034,True,94,1.5,91.0
4,1,14,-3.9479,1.7618,3.6652,True,114,1.5,111.0
4,1,15,-3.7096,1.4511,3.927,True,126,1.5,123.0
4,1,16,-3.3989,1.2128,4.1888,True,125,1.5,122.0
4,1,17,-3.0371,1.0629,4.4506,True,106,1.5,103.0
4,1,18,-2.6489,1.0118,4.7124,True,84,1.5,81.0
4,1,19,-2.2607,1.0629,4.9742,True,58,1.5,55.0
4,1,20,-1.8989,1.2128,5.236,False,0,1.5,-9999.0
4,1,21,-1.5882,1.4511,5.4978,False,0,1.5,-9999.0
4,1,22,-1.3499,1.7618,5.7596,False,0,1.5,-9999.0
4,1,23,-1.2,2.1236,6.0214,False,0,1.5,-9999.0
4,2,0,-2.2096,1.4511,0.0,True,4,1.5,1.0
4,2,1,-2.2607,1.8393,0.2618,True,0,1.5,-3.0
4,2,2,-2.4106,2.2011,0.5236,True,0,1.5,-3.0
4,2,3,-2.6489,2.5118,0.7854,True,0,1.5,-3.0
4,2,4,-2.9596,2.7501,1.0472,True,1,1.5,-2.0
4,2,5,-3.3214,2.9,1.309,True,5,1.5,2.0
4,2,6,-3.7096,2.9511,1.5708,True,7,1.5,4.0
4,2,7,-4.0978,2.9,1.8326,True,8,1.5,5.0
4,2,8,-4.4596,2.7501,2.0944,True,11,1.5,8.0
4,2,9,-4.7703,2.5118,2.3562,True,11,1.5,8.0
4,2,10,-5.0086,2.2011,2.618,True,8,1.5,5.0
4,2,11,-5.1585,1.8393,2.8798,True,10,1.5,7.0
4,2,12,-5.2096,1.4511,3.1416,True,19,1.5,16.0
4,2,13,-5.1585,1.0629,3.4034,True,22,1.5,19.0
4,2,14,-5.0086,0.7011,3.6652,True,38,1.5,35.0
4,2,15,-4.7703,0.3904,3.927,True,59,1.5,56.0
4,2,16,-4.4596,0.1521,4.1888,True,84,1.5,81.0
4,2,17,-4.0978,0.0022,4.4506,True,101,1.5,98.0
4,2,18,-3.7096,-0.0489,4.7124,True,102,1.5,99.0
4,2,19,-3.3214,0.0022,4.9742,True,91,1.5,88.0
